d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,GAAA-PQIF-WYKX,,,,Grower,,,10/18/2023,,,Gadsen Growers LLC,Gadsen Growers LLC,,,,,,,BRAGGS,,Muskogee,,,,,,,
,GAAA-N17O-VYPV,,,,Grower,,,1/12/2024,,,Integra Medicinals LLC,Integra Medicinals,,,,,,,Talala,,Rogers,,,,,36.5323,-95.7193,
,GAAA-MJNL-Q5OW,,,,Grower,,,10/5/2023,,,Sweet Glea's Farms LLC,Sweet Glea's Farms LLC,,,,,,,CORDELL,,Washita,,,,,,,
,PAAA-ECB6-U9C0,,,,Processor,,,11/15/2022,,,"Cajun Hash Company, LLC",Cajun Hash Company,,,,,,,Durant,,Bryan,,,,,34.0123,-96.4051,
,DAAA-E1CJ-WZBW,,,,Dispensary,,,3/29/2024,,,CJ'S DISPENSARY LLC,CJ'S DISPENSARY LLC,,,,,,,TISHOMINGO,,Johnston,,,,,,,
,GAAA-YU3T-8JF5,,,,Grower,,,10/18/2023,,,Imperial Green Genetics Club LLC,Imperial Green Genetics Club LLC,,,,,,,CRESCENT,,Logan,,,,,,,
,GAAA-4KR9-PIFF,,,,Grower,,,11/1/2023,,,"NATURAL HARVEST FARMS, LLC","NATURAL HARVEST FARMS, LLC",,,,,,,SALLISAW,,Sequoyah,,,,,,,
,GAAA-X8OB-ULYX,,,,Grower,,,1/12/2024,,,Best Love Farm LLC,Best Love Farm LLC,,,,,,,BURNEYVILLE,,Love,,,,,,,
,PAAA-3MKO-TRG9,,,,Processor,,,10/25/2022,,,"Konza Oklahoma Processors, LLC","Konza Oklahoma Processors, LLC",,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-RDGS-LNGZ,,,,Grower,,,12/16/2023,,,YaYa Verde LLC,YaYa Verde,,,,,,,COLCORD,,Delaware,,,,,,,
,DAAA-EJAO-WHGM,,,,Dispensary,,,5/24/2024,,,F5 MED LLC,Seed Cannabis Co.,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,PAAA-9SIC-ICHS,,,,Processor,,,11/28/2023,,,Lokol Smokehouse (LLC),Bigfoot Mountain,,,,,,,Wagoner,,Wagoner,,,,,35.9446,-95.4008,
,GAAA-1676-I6AM,,,,Grower,,,8/31/2023,,,Pace Growers LLC,Pace Growers LLC,,,,,,,WAURIKA,,Stephens,,,,,,,
,DAAA-VJNC-UVFP,,,,Dispensary,,,3/3/2024,,,"Mary Jane Dispensary, LLC",Mary Jane Dispensary,,,,,,,MOORE,,Cleveland,,,,,,,
,DAAA-R5E2-IWE3,,,,Dispensary,,,9/19/2023,,,Turtleponics LLC,Elemental Progress,,,,,,,YUKON,,Canadian,,,,,,,
,GAAA-U9M9-DYOA,,,,Grower,,,10/24/2023,,,Advanced Cultivations LLC,Advanced Cultivations LLC,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-SVGH-GUTT,,,,Grower,,,5/17/2023,,,"Kanapa Farms, LLC",Medica Farms,,,,,,,CALERA,,Bryan,,,,,,,
,GAAA-KGDC-OGCL,,,,Grower,,,9/15/2023,,,PLANET405 LLC,PLANET405 LLC,,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-FEII-PGTH,,,,Grower,,,2/23/2024,,,"GREENHOUSE FX, LLC","GREENHOUSE FX, LLC",,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-EYGU-IW4F,,,,Grower,,,5/22/2023,,,Justin Cowdin,Justin Cowdin,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-NYDS-Q4X7,,,,Grower,,,11/10/2023,,,Skunk Land LLC,Skunk Land LLC,,,,,,,Oklahoma City,,Cleveland,,,,,35.4678,-97.5164,
,GAAA-QLKW-FMPY,,,,Grower,,,8/1/2023,,,"Lettuce Smoke, LLC",Lettuce Smoke,,,,,,,CHOCTAW,,Oklahoma,,,,,,,
,DAAA-EJDC-BIR8,,,,Dispensary,,,10/25/2023,,,Crystal Cannivore LLC,Crystal Cannivore,,,,,,,PAWHUSKA,,Osage,,,,,,,
,GAAA-EKFG-BEFT,,,,Grower,,,1/1/2024,,,"58 CUZCOXIONS, LLC.","58 CUZCOXIONS, LLC.",,,,,,,JAY,,Delaware,,,,,,,
,PAAA-LDKU-9QVK,,,,Processor,,,10/25/2023,,,The High Roller LLC,LUCKY ROLLERS,,,,,,,Catoosa,,Wagoner,,,,,36.1719,-95.684,
,GAAA-93YO-23AK,,,,Grower,,,10/27/2023,,,Lucky Snake Cultivation LLC,Lucky Snake Cultivation,,,,,,,EARLSBORO,,Seminole,,,,,,,
,GAAA-1MVK-9G15,,,,Grower,,,6/15/2023,,,H2He LLC,H2He Farms,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-EKW2-SJRX,,,,Grower,,,9/20/2023,,,Mothership Grow Labs LLC,Mothership Grow Labs LLC,,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-ZDE0-NVRX,,,,Grower,,,11/28/2023,,,"Cannagenix, LLC",Cannagenix,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-XOUD-NC9U,,,,Grower,,,8/14/2023,,,PETAL LUXE LLC,PETAL LUXE LLC,,,,,,,LEXINGTON,,Cleveland,,,,,,,
,GAAA-EMAH-IKHP,,,,Grower,,,12/8/2023,,,"Moua's Herbal Farms, LLC","Moua's Herbal Farms, LLC",,,,,,,CHELSEA,,Craig,,,,,,,
,GAAA-BVAE-YGTW,,,,Grower,,,3/24/2024,,,JPT Farm LLC,JPT Farm LLC,,,,,,,LOCUST GROVE,,Cherokee,,,,,,,
,GAAA-RE9U-QX8W,,,,Grower,,,12/11/2022,,,Good Day Cannabis,Good Day Cannabis,,,,,,,BLANCHARD,,Grady,,,,,,,
,DAAA-S4QE-25QE,,,,Dispensary,,,3/1/2023,,,Nature's Cure Dispensary lll LLC,Nature's Cure Dispensary lll LLC,,,,,,,Edmond,,Oklahoma,,,,,35.6675,-97.496,
,GAAA-QJ7M-OXCH,,,,Grower,,,9/15/2022,,,Robin's Egg Ranch LLC,Robin's Egg Ranch LLC,,,,,,,Valliant,,McCurtain,,,,,33.9833,-95.0455,
,DAAA-4JK0-LLS7,,,,Dispensary,,,5/16/2023,,,918 ROOTS LLC,918 ROOTS,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,DAAA-NYQV-JUNQ,,,,Dispensary,,,12/11/2023,,,Michael Dwain Cook,The Green Herb Cannabis Depot,,,,,,,PONCA CITY,,Kay,,,,,,,
,DAAA-NJ3G-QDZR,,,,Dispensary,,,1/9/2024,,,"FS1113, LLC",Capital Dank Shawnee,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-VB73-UQCP,,,,Grower,,,8/4/2023,,,DAKA DEVELOPMENT LLC,DAKA DEVELOPMENT,,,,,,,BOYNTON,,Muskogee,,,,,,,
,GAAA-ZWFP-RAWW,,,,Grower,,,11/15/2023,,,Domegrown LLC,Domegrown LLC,,,,,,,YUKON,,Canadian,,,,,,,
,DAAA-4JRX-HCGD,,,,Dispensary,,,8/4/2023,,,American Dispensary LLP,American Dispensary LLP,,,,,,,Cleveland,,Pawnee,,,,,36.2481,-96.4447,
,DAAA-W3SN-WU0Y,,,,Dispensary,,,12/14/2023,,,"Greenhouse Partners, LLC","Greenhouse Partners, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-MIHK-U3UN,,,,Processor,,,11/14/2023,,,"Alice's Restaurant, LLC",Two Twisted Girls,,,,,,,Corn,,Washita,,,,,35.4068,-98.7998,
,PAAA-J8YH-LPEP,,,,Processor,,,6/20/2023,,,"S&M's Dope Processing, LLC",Dope Brothers,,,,,,,ENID,,Garfield,,,,,,,
,GAAA-FTIJ-IQWO,,,,Grower,,,10/31/2023,,,Golden green paradise LLC,Golden green paradise llc,,,,,,,locust grove,,Mayes,,,,,,,
,GAAA-RA6J-NE3F,,,,Grower,,,10/23/2023,,,Native Gold LLC,Native Gold LLC,,,,,,,HOBART,,Kiowa,,,,,,,
,GAAA-7UKJ-I5WK,,,,Grower,,,11/24/2023,,,JMC AGRICULTURAL LC,JMC AGRICULTURAL LC,,,,,,,ELK CITY,,Washita,,,,,,,
,GAAA-EIM1-I7KF,,,,Grower,,,9/12/2023,,,T & V GROW L.L.C.,T & V GROW L.L.C.,,,,,,,GUTHRIE,,Logan,,,,,,,
,GAAA-NJJA-T3OW,,,,Grower,,,2/1/2023,,,"Cannabis Cures, LLC",Cannabis Cures LLC,,,,,,,Purcell,,McClain,,,,,34.9827,-97.497,
,DAAA-ZBFN-R9EO,,,,Dispensary,,,8/8/2023,,,33 DISPENSARY LLC,33 Dispensary,,,,,,,DRUMRIGHT,,Creek,,,,,,,
,GAAA-GHZV-LYKK,,,,Grower,,,9/18/2023,,,4T UV ENTERPRISE LLC,4T UV ENTERPRISE LLC,,,,,,,colbert,,Bryan,,,,,,,
,GAAA-DYLY-YBYT,,,,Grower,,,10/27/2023,,,4 Horsemen Cannabis Company LLC,4 Horsemen Cannabis Company LLC,,,,,,,EDMOND,,Logan,,,,,,,
,PAAA-N1VP-VSZ8,,,,Processor,,,2/28/2023,,,"FLAZOK, LLC","FLAZOK, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-58S2-PDLH,,,,Grower,,,12/12/2023,,,Higher Perspective Healings L.L.C.,Higher Perspective Healings,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-X356-CNBQ,,,,Dispensary,,,1/10/2024,,,NFUZE LLC,NFuze at Shawnee,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,DAAA-K1O4-PMWE,,,,Dispensary,,,3/1/2024,,,"It's Goe Time, LLC.",Midwest Cures,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-EYF3-JROL,,,,Dispensary,,,4/24/2024,,,"World of Weed 2, LLC","World of Weed 2, LLC",,,,,,,COLLINSVILLE,,Tulsa,,,,,,,
,DAAA-VYAA-PQOB,,,,Dispensary,,,2/8/2024,,,"Tulsa Tokes, Inc.",T-Town Medical Marijuana Dispensary,,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-4JYG-IUOY,,,,Dispensary,,,2/22/2024,,,"The Flower Shop Dispensary, LLC","The Flower Shop Dispensary, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-FNOB-9N78,,,,Dispensary,,,9/27/2023,,,"Down to Cloud Dispensary, LLC",Down To Cloud,,,,,,,PERRY,,Noble,,,,,,,
,DAAA-97AV-LNIX,,,,Dispensary,,,10/14/2023,,,OKIESMOKE.COM DISPENSARY INC,OKIESMOKE.COM DISPENSARY INC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-4KYX-YUBP,,,,Grower,,,11/15/2023,,,CROWN BUD FARMS LLC,CROWN BUD FARMS,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-V1E2-GZ5V,,,,Grower,,,2/17/2024,,,Altcare L.L.C.,Altcare L.L.C.,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-EYIP-BLXD,,,,Grower,,,12/12/2023,,,Amazen K Pharms LTD CO,Amazen K Pharms LTD CO,,,,,,,HUGO,,Choctaw,,,,,,,
,GAAA-B46A-ZUK7,,,,Grower,,,9/26/2023,,,Southern Style Farms LLC,Southern Style Farms LLC,,,,,,,CLAREMORE,,Rogers,,,,,,,
,GAAA-UZZS-CIXY,,,,Grower,,,11/6/2023,,,High Horse Farms L.P.,High horse farms,,,,,,,PURCELL,,McClain,,,,,,,
,GAAA-41DD-UQ8T,,,,Grower,,,5/16/2024,,,"Big Red Dog Unlimited, LLC","Big Red Dog Unlimited, LLC",,,,,,,BROKEN ARROW,,Tulsa,,,,,,,
,DAAA-MPXP-IQJR,,,,Dispensary,,,9/15/2023,,,STAY BUZZN INC,STAY BUZZN INC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-VKHP-I5ZW,,,,Grower,,,10/17/2023,,,PHB Growers LLC,PHB Growers LLC,,,,,,,PRYOR,,Mayes,,,,,,,
,GAAA-KHTU-LSJK,,,,Grower,,,10/10/2023,,,Quality Consumables LLC,Quality Consumables,,,,,,,BOKOSHE,,Le Flore,,,,,,,
,GAAA-BJNF-1OTR,,,,Grower,,,11/1/2022,,,Loud House Productions LLC,Loud House Productions LLC,,,,,,,CALERA,,Bryan,,,,,,,
,GAAA-ZNBV-WL6R,,,,Grower,,,7/14/2023,,,"TR Fam, LLC","TR FAM, LLC",,,,,,,CHANDLER,,Lincoln,,,,,,,
,GAAA-N0OO-W3YT,,,,Grower,,,3/20/2023,,,RAFCO CANNABIS,RAFCO CANNABIS,,,,,,,MARLOW,,Comanche,,,,,,,
,PAAA-KCOI-5INZ,,,,Processor,,,12/12/2023,,,"Golden Grams, LLC","Golden Grams, LLC",,,,,,,ADA,,Pontotoc,,,,,,,
,DAAA-CMMO-2QYI,,,,Dispensary,,,10/20/2023,,,3404 Budz LLc,Royal Budz,,,,,,,Del City,,Oklahoma,,,,,,,
,GAAA-1NKO-2KVK,,,,Grower,,,11/3/2023,,,"AJ Cannabis Farms, LLC",AJ Farms,,,,,,,CLAREMORE,,Rogers,,,,,,,
,PAAA-N1TB-MWRI,,,,Processor,,,8/18/2023,,,"Empire Labs, LLC","Empire Labs, LLC",,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-4KDP-CJA4,,,,Grower,,,2/3/2024,,,Doja Management LLC,DOJA Cannabis Company,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-SXOW-MGYY,,,,Processor,,,12/21/2023,,,"Growing Green Dreams, LLC","Growing Green Dreams, LLC",,,,,,,CHICKASHA,,Grady,,,,,,,
,DAAA-QMFZ-8ZND,,,,Dispensary,,,5/24/2024,,,"Kushmart, LLC",Meduana,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-EKE1-9RYV,,,,Dispensary,,,11/6/2023,,,Stoned 4 Survival L.L.C.,Stoned 4 Survival,,,,,,,Grant,,Choctaw,,,,,33.9128,-95.4657,
,GAAA-E1K4-1BGU,,,,Grower,,,9/29/2023,,,"Flying High Farms, LLC","Flying High Farms, LLC",,,,,,,CLAREMORE,,Rogers,,,,,,,
,GAAA-IBFZ-WTQQ,,,,Grower,,,11/15/2022,,,"BADE Enterprises, LLC",Blue Lake Farms,,,,,,,WANETTE,,Pottawatomie,,,,,,,
,PAAA-VYEI-ZBGT,,,,Processor,,,11/6/2023,,,PHB Growers LLC,Marivana,,,,,,,PRYOR,,Mayes,,,,,,,
,GAAA-YLJV-LLCX,,,,Grower,,,12/8/2023,,,"D's SureFire Greenery, LLC","D's SureFire Greenery, LLC",,,,,,,LAWTON,,Comanche,,,,,,,
,DAAA-EKXA-W2IN,,,,Dispensary,,,1/12/2024,,,ELEVATE APOTHIC LLC,Elevated Apothic Dispensary,,,,,,,TAHLEQUAH,,Cherokee,,,,,,,
,PAAA-VYNI-BAHE,,,,Processor,,,12/18/2022,,,Hemp-Park Cannabis Company LLC,Hemp-Park Cannabis Company LLC,,,,,,,COLBERT,,Bryan,,,,,,,
,DAAA-41CO-VQHS,,,,Dispensary,,,2/21/2024,,,"Right Time Medical, LLC",Lotus Gold Tahlequah,,,,,,,Tahlequah,,Cherokee,,,,,35.9615,-94.9532,
,DAAA-AJAL-HIHJ,,,,Dispensary,,,12/14/2023,,,Kee Kee's Kush LLC,Kee Kee's Kush,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-JJX4-D7OP,,,,Dispensary,,,3/28/2024,,,"D-LUXE DISPENSARY, LLC","D-LUXE DISPENSARY, LLC",,,,,,,SAPULPA,,Creek,,,,,,,
,DAAA-GIMA-0EKU,,,,Dispensary,,,11/6/2022,,,Cannabless Retail 17 LLC,Cannabless Retail 17 LLC,,,,,,,CHICKASHA,,Grady,,,,,,,
,PAAA-LE66-Q4CF,,,,Processor,,,3/31/2024,,,Golden Summer LLC,Golden Summer,,,,,,,Lindsay,,McClain,,,,,34.8046,-97.564,
,DAAA-XCQT-RRVQ,,,,Dispensary,,,10/26/2023,,,"KK Cannabis Holdings, LLC",Euphoria Extracts 8315,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-KRXB-IFQK,,,,Dispensary,,,11/3/2023,,,Green Cross Dispensary Vinita Inc.,Park It Dispensary,,,,,,,VINITA,,Craig,,,,,,,
,DAAA-N1FE-IAUS,,,,Dispensary,,,11/15/2023,,,Elevated Spirits Dispensary LLC,Elevated Spirits Dispensary LLC,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-RRLC-A2KT,,,,Grower,,,11/29/2023,,,my hippy wifes farm llc,my hippy wifes farm,,,,,,,WISTER,,Le Flore,,,,,,,
,DAAA-VJEU-YEZU,,,,Dispensary,,,4/4/2023,,,Starbuds Dispensary LLC,Starbuds Dispensary LLC,,,,,,,LAWTON,,Comanche,,,,,,,
,PAAA-4227-9BUA,,,,Processor,,,9/12/2023,,,"Avant Labs, LLC","Avant Labs, LLC",,,,,,,GLENPOOL,,Tulsa,,,,,,,
,GAAA-NJSX-X2BU,,,,Grower,,,1/11/2024,,,"Go Industries, LLC","Go Industries, LLC",,,,,,,PADEN,,Okfuskee,,,,,,,
,GAAA-NYZJ-MHLS,,,,Grower,,,7/12/2023,,,Candor Ventures LLC,Candor Ventures LLC,,,,,,,Wanette,,Pottawatomie,,,,,34.9983,-97.0357,
,DAAA-VYO3-YQHF,,,,Dispensary,,,3/8/2024,,,Oasis Healing Center LLC,Oasis Cannabis,,,,,,,MOORE,,Cleveland,,,,,,,
,DAAA-EKHO-QAZZ,,,,Dispensary,,,12/19/2023,,,DMBE LLC,Kure Collective,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-98OH-9WB9,,,,Dispensary,,,2/17/2024,,,"Elixer R&D Six 2022, LLC",Oklagrown Dispensary Six,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-KPTN-LQDD,,,,Grower,,,8/18/2023,,,"Delta 9 Organics, LLC","Delta 9 Organics, LLC",,,,,,,GANS,,Sequoyah,,,,,,,
,DAAA-EJRS-5FMU,,,,Dispensary,,,10/4/2023,,,BIG CHEEF DISPENSARY LLC,BIG CHEEF DISPENSARY LLC,,,,,,,Del City,,Oklahoma,,,,,,,
,DAAA-VY5S-OIJ6,,,,Dispensary,,,3/22/2024,,,KD Ventures LLP,THE FARMACY DISPENSARY,,,,,,,OKLAHOMA CITY,,Cleveland,,,,,,,
,DAAA-AMIQ-YJWZ,,,,Dispensary,,,11/1/2023,,,FREEDOM CANNABIS DISPENSARY LLC,FREEDOM CANNABIS DISPENSARY,,,,,,,DEL CITY,,Oklahoma,,,,,,,
,PAAA-TXVX-CUCV,,,,Processor,,,9/22/2023,,,OG GREENHOUSE LLC,OG GREENHOUSE,,,,,,,HULBERT,,Cherokee,,,,,,,
,GAAA-ZI52-J7EO,,,,Grower,,,5/16/2023,,,Pf farms llc,Pf farms,,,,,,,Butler,,Custer,,,,,35.6389,-99.2528,
,GAAA-4Y7L-HTEU,,,,Grower,,,11/3/2023,,,PACIFIC OCEAN LLC,PACIFIC OCEAN,,,,,,,LINDSAY,,Garvin,,,,,,,
,GAAA-AF3J-GKTD,,,,Grower,,,2/1/2024,,,TRUDREAMS LLC,TRUDREAMS FARM,,,,,,,MULDROW,,Sequoyah,,,,,,,
,GAAA-KVFS-U6AF,,,,Grower,,,6/28/2023,,,"Lin Wu Farms, LLC",Lin Wu Farms,,,,,,,VINITA,,Craig,,,,,,,
,DAAA-5EFU-GXQI,,,,Dispensary,,,10/13/2023,,,"Charlie and The Weed Factory, LLC",Charlie and the Weed Factory,,,,,,,LAWTON,,Comanche,,,,,,,
,PAAA-T5RT-5EFO,,,,Processor,,,2/1/2024,,,"Justus Farms, LLC","Justus Farms, LLC",,,,,,,Tecumseh,,Pottawatomie,,,,,35.2174,-96.9837,
,GAAA-N1DP-1WFZ,,,,Grower,,,10/31/2023,,,Cooper Labs LLC,Cooper Labs LLC,,,,,,,TULSA,,Osage,,,,,,,
,GAAA-OSNO-1XON,,,,Grower,,,10/3/2023,,,Hillbilly Hippie Farms LLC,Hillbilly Hippie Farms,,,,,,,Hodgen,,Le Flore,,,,,34.7639,-94.6107,
,GAAA-R8BY-X7L4,,,,Grower,,,7/14/2023,,,The Yogi Farm LLC,The Yogi Farm LLC,,,,,,,JAY,,Delaware,,,,,,,
,GAAA-41EL-GUDV,,,,Grower,,,12/5/2023,,,"HIGH PLAINS CANNABIS, LLC","HIGH PLAINS CANNABIS, LLC",,,,,,,BLANCHARD,,Grady,,,,,,,
,DAAA-EKFV-BQ4X,,,,Dispensary,,,9/30/2023,,,Sweet Leaf Farmacy LLC,Sweet Leaf Farmacy,,,,,,,Cartwright,,Bryan,,,,,33.8787,-96.5803,
,GAAA-EYS1-QZHP,,,,Grower,,,12/13/2023,,,Mid Country LLC,Mid Country LLC,,,,,,,BLACKWELL,,Kay,,,,,,,
,GAAA-41FC-DMD4,,,,Grower,,,12/12/2023,,,"Mase Enterprises, LLC","Mase Enterprises, LLC",,,,,,,HASKELL,,Okmulgee,,,,,,,
,DAAA-EYPO-LQZG,,,,Dispensary,,,2/14/2024,,,Aunt B's Remedies LLC,Aunt B's Remedies LLC,,,,,,,Ryan,,Jefferson,,,,,34.0037,-97.8952,
,GAAA-CJKR-R73E,,,,Grower,,,3/3/2024,,,"ICON Gold, LLC",ICON,,,,,,,Gracemont,,Caddo,,,,,35.1968,-98.3136,
,DAAA-4JPQ-UZT6,,,,Dispensary,,,3/20/2023,,,"Wayne's World Dispensary, LLC",Wayne's World Dispensary,,,,,,,CAMERON,,Le Flore,,,,,,,
,GAAA-H9JB-SX3W,,,,Grower,,,10/13/2023,,,Dallas Skyline Corporation,Dank of America,,,,,,,TUTTLE,,Oklahoma,,,,,,,
,DAAA-VYJV-JR8M,,,,Dispensary,,,9/27/2023,,,Living Well Canabis Dispensary LLC,Living Well Dispensary,,,,,,,VERDEN,,Grady,,,,,,,
,GAAA-ZWIS-SOWZ,,,,Grower,,,11/27/2023,,,Hydro Chronic Farm LLC,Hydro Chronic Farm LLC,,,,,,,WEWOKA,,Seminole,,,,,,,
,PAAA-SXKP-8TDL,,,,Processor,,,11/14/2023,,,"Sugar Lane Extract, LLC",GRAND DIAMONDS,,,,,,,Vinita,,Mayes,,,,,36.6806,-95.2158,
,GAAA-4JFE-XYRO,,,,Grower,,,12/16/2023,,,"Talking Headz Co-Op, LLC","Talking Headz Co-Op, LLC",,,,,,,WEATHERFORD,,Custer,,,,,,,
,DAAA-NYIA-XAUL,,,,Dispensary,,,4/11/2024,,,"PIRPICH INDUSTRIES, LLC",Big Buds Dispensary,,,,,,,OWASSO,,Tulsa,,,,,,,
,DAAA-CVE5-QQRY,,,,Dispensary,,,11/2/2023,,,Arbuckle Farmacy LLC,Arbuckle Farmacy LLC,,,,,,,SULPHUR,,Murray,,,,,,,
,DAAA-E1BO-WT8N,,,,Dispensary,,,11/14/2023,,,"Customer Care, LLC",Moonlight Apothecary,,,,,,,SAPULPA,,Creek,,,,,,,
,GAAA-ZMVV-FHFT,,,,Grower,,,10/16/2022,,,E.S.D Farm LLC,E.S.D Farm LLC,,,,,,,TECUMSEH,,Pottawatomie,,,,,,,
,PAAA-YUXX-PE1Y,,,,Processor,,,11/14/2023,,,J-RAG LLC,J-RAG LLC,,,,,,,LINDSAY,,McClain,,,,,,,
,DAAA-JFXY-EBX8,,,,Dispensary,,,3/29/2023,,,"Dank Banq, LLC","Dank Banq, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-9A59-2HZF,,,,Dispensary,,,9/26/2023,,,HANDPICKED EXOTICZ LLC,Handpicked Exoticz,,,,,,,EDMOND,,Logan,,,,,,,
,GAAA-MQW1-1CFM,,,,Grower,,,1/2/2024,,,"420Connect, LLC","420Connect, LLC",,,,,,,TULSA,,Creek,,,,,,,
,DAAA-EKVM-HXCU,,,,Dispensary,,,12/20/2023,,,SPENagri Corporation,Grand Wellness Center,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-TA2T-6WBD,,,,Grower,,,9/8/2023,,,KV GROWERS LLC,KV GROWERS,,,,,,,CLEVELAND,,Pawnee,,,,,,,
,GAAA-7UYE-8HTP,,,,Grower,,,10/17/2023,,,"Top Organic, LLC","Top Organic, LLC",,,,,,,DUNCAN,,Stephens,,,,,,,
,DAAA-BJKR-XKFR,,,,Dispensary,,,7/5/2023,,,HAPPY JACKS DISPENSARY LLC,HAPPY JACKS DISPENSARY LLC,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-Y8NB-QGFK,,,,Grower,,,5/8/2024,,,"High Road Farm, LLC","High Road Farm, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-TZQN-U3VL,,,,Dispensary,,,7/14/2023,,,Pirpich Industries LLC,Big Buds Natural Releaf,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-GBM7-1ZBW,,,,Grower,,,12/15/2022,,,Veritas Green LLC,Veritas Green LLC,,,,,,,MARIETTA,,Love,,,,,,,
,GAAA-8B28-WGCN,,,,Grower,,,7/18/2022,,,Statue Lee Farm LLC,Statue Lee Farm,,,,,,,COLCORD,,Delaware,,,,,,,
,DAAA-NK0S-3ZXL,,,,Dispensary,,,1/10/2024,,,K & K Enterprises LLC,Broadleaf,,,,,,,OWASSO,,Tulsa,,,,,,,
,GAAA-HEVA-LTEV,,,,Grower,,,11/15/2023,,,Rockin Chair Remedy LLC,Rockin Chair Remedy LLC,,,,,,,KIOWA,,Atoka,,,,,,,
,GAAA-RLAB-FTNK,,,,Grower,,,2/1/2024,,,"ONEWORLDTREE, LLC","ONEWORLDTREE, LLC",,,,,,,PAWNEE,,Pawnee,,,,,,,
,GAAA-QEPY-P0NT,,,,Grower,,,6/27/2023,,,OCEAN 9 GROW COMPANY LLC,OCEAN 9 GROW COMPANY LLC,,,,,,,STIGLER,,Haskell,,,,,,,
,PAAA-X0XK-7U8M,,,,Processor,,,8/2/2023,,,"Izzy Dizzy, LLC","Izzy Dizzy, LLC",,,,,,,Boynton,,Muskogee,,,,,35.6535,-95.6937,
,DAAA-UTLH-O12D,,,,Dispensary,,,12/6/2023,,,"THE SMOKEHOUSE DISPENSARY, LLC","THE SMOKEHOUSE DISPENSARY, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-4KGG-4ICW,,,,Dispensary,,,3/21/2024,,,"GREEN REMEDIES, LLC",GREEN REMEDIES,,,,,,,Hugo,,Choctaw,,,,,34.0333,-95.511,
,TAAA-7Z01-NSU0,,,,Transporter,,,11/29/2023,,,MILE HIGH TRANSPORT LLC,MILE HIGH TRANSPORT,,,,,,,SAPULPA,,Creek,,,,,,,
,GAAA-OPCZ-GJVK,,,,Grower,,,12/4/2023,,,KFK LLC,KFK LLC,,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-TRCP-VIMF,,,,Grower,,,12/7/2023,,,Safe Earth Cannabis LLC,Safe Earth Cannabis LLC,,,,,,,LEEDEY,,Roger Mills,,,,,,,
,PAAA-N19H-JNQH,,,,Processor,,,10/10/2023,,,"Red River Reefer, LLC","Red River Reefer, LLC",,,,,,,NOBLE,,Cleveland,,,,,,,
